Progreso;"Estimado/a estudiante, bienvenido/a a la encuesta “Retroalimentación para el Aprendizaje”. El propósito de esta encuesta es favorecer la comprensión acerca de cómo podemos mejorar las prácticas de retroalimentación sobre la evaluación en las universidades. En esta encuesta nos interesa la retroalimentación relacionada con una tarea de evaluación (calificada o no calificada) de una asignatura. Por retroalimentación, nos referimos a la información que ayuda a los estudiantes a mejorar su desempeño en tareas futuras. Completar esta encuesta no debe tomar más de 30 minutos y todas sus respuestas serán anónimas    Si decide hacer parte de este proceso, por favor lea el siguiente consentimiento informado. Agradecemos de antemano su amable participación.     Yo, he sido invitado/a a participar como sujeto en la aplicación virtual de la encuesta ""Retroalimentación para el Aprendizaje"". Los datos recogidos se utilizarán para una investigación que tiene como objetivo generar orientaciones para promover prácticas efectivas de retroalimentación formativa en el contexto universitario. Entiendo que mi participación en el presente estudio es voluntaria y que puedo retirarme en cualquier momento, sin que esto conlleve ningún tipo de penalidad. ¿Estoy de acuerdo en participar en el presente estudio?";P1;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P10.1;P11;P11Otra;P12;P12Otra;P13a;P13b;P13c;P13d;P13e;P13f;P13g;P13h;P13i;P13j;P13jOtra;P13k;P13.1;P14;P14Otra;P15;P16;P16Otra;P17;P18;P18Otra;P19a;P19b;P19c;P19d;P19e;P20;P21a;P21b;P21c;P21d;P22a;P22b;P22c;P22d;P23;P23Otra;P24;P24Otra;P25;P26a;P26b;P26c;P26d;P26e;P26f;P26g;P26h;P26i;P26j;P26j;P26l;P26m;P26n;P26o;P27a;P27b;P27c;P28a;P28b;P29;P30;P31;P32;P33;P33Otra;P34;P34Otra;P35;P36;P36.1;P36.1AMP;P36.2;P37;P37AMP
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En más de cinco;Didáctica de la lengua materna 02016511;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito,Examen,Examen corto/quiz;;Trabajé solo;;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Mama;Antes de la entrega,Después de la entrega;Moderadamente útiles;Copia impresa (ej. Documento impreso);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;5;5;5;5;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en una copia impresa;;Adquirir conocimiento ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;En desacuerdo;En desacuerdo;En desacuerdo;Didáctica de la lengua materna ;Quinto semestre 2022;El docente;Por la comprensión ;Mala corrección ;Aplicarla en clase ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ninguna de las anteriores (Por favor indique el área de conocimiento);Ciencias de la educación ;Estudiante nacional a tiempo completo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;No estoy seguro/a;En una;Didáctica de la lengua materna ;Calificaciones y comentarios;Más baja de lo esperado;Examen;;Trabajé solo;;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;Antes de la entrega,Después de la entrega;.;Después de la entrega;Un poco útiles;Copia impresa (ej. Documento impreso);;Recibí los comentarios inmediatamente;Mi profesor;;No podría dar una opinión;Comentarios dados personalmente;;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;4;5;3;4;Comentarios dados personalmente;;Comentarios escritos a mano en una copia impresa;;Poder comprender dónde están los errores ;Frecuentemente;Frecuentemente;Frecuentemente;Ocasionalmente;Frecuentemente;Rara vez;Ocasionalmente;Ocasionalmente;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Rara vez;Siempre;Nunca;En desacuerdo;En desacuerdo;En desacuerdo;Estadísticas ;2022-1;Explicar ejercicios de diferente manera ;Porque pude aplicarla ;Retroalimentación de inglés no fue efectiva porque mi forma de aprender no está relacionada con la forma en la que se explica la retroalimentación ;Tener en cuenta las diferentes formas de aprendizaje de los estudiantes ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;24 - 29;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional de medio tiempo;Universidad del Magdalena;Licenciatura en educación infantil ;Entre 1 a 3 años;Entre 4.1 y 4.5;En tres;Didáctica de la lengua materna 02016511;Calificaciones y comentarios;La misma que esperaba;Ensayo escrito;;Trabajé solo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Antes de la entrega;Moderadamente útiles;Correo electrónico;;Menos de 3 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento escaneado;;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;3;4;3;3;Comentarios escritos a mano en un documento escaneado;;Comentarios dados personalmente;;Dejar claro los contenidos ;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Ocasionalmente;Ocasionalmente;Frecuentemente;Ocasionalmente;Ocasionalmente;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;2016511;2020;La claridad;Por qué afianzó el aprendizaje ;No es mi casa;Hacer más uso de ella ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Sociales (ej. Ciencias de la Educación, Ciencias Políticas, Derecho, Economía y Negocios, Geografía Social y Económica, Periodismo y Comunicaciones, Psicología, Sociología);;Estudiante nacional a tiempo completo;Derecho ;Licenciatura en educación infantil ;Entre 7 a 9 años;Menos de 3.0;En tres;Didáctica de la lengua materna 02016511;Calificaciones y comentarios;La misma que esperaba;;;Trabajé solo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;;Antes de la entrega;;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso;;De acuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;4;5;5;5;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en una copia impresa;;Potenciar a nosotros los estudiantes para obtener buenas calificaciones. ;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Siempre;Frecuentemente;Siempre;Frecuentemente;Frecuentemente;Frecuentemente;Ocasionalmente;Rara vez;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Derecho comercial ;3 semestre ;Estudiar frecuentemente  con mi profesor y en mis tiempos libres. ;Cuando entrego un trabajo y obtengo una buena nota y me doy cuenta que aprendí bien el tema. ;Realmente siempre he quedado muy satisfecha con el resultado de mis retroalimentacion, no tengo quejas. ;Hablar con todos los profesores para que siempre sean un apoyo para nosotros los estudiantes. ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;Mayor a 35;Ciencias Médicas y de la Salud (ej. Biotecnología en Salud, Medicina Básica, Medicina Clínica, Ciencias de la Salud);;Estudiante nacional a tiempo completo;Fonoaudiología ;Licenciatura en educación infantil ;Entre 7 a 9 años;Menos de 3.0;En cuatro;Didáctica de la lengua materna ;Calificaciones y comentarios;La misma que esperaba;Artículo científico potencialmente publicable;;Trabajé solo;;Antes de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Esta pregunta no deja avanzar sin dar una respuesta en cada ítem, en mi caso ninguna aplica;;Antes de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 2 semanas;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso,Anotaciones electrónicas (ej. comentarios en Word o PDF),Comentarios dados personalmente,Grabación de audio,Rúbrica calificada;;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;4;5;5;5;Anotaciones electrónicas (ej. comentarios en Word o PDF),Comentarios dados personalmente;;Anotaciones electrónicas (ej. Comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Dar cuenta de la revisión de la tarea así como de los puntos altos y bajos de la misma. ;Frecuentemente;Frecuentemente;Frecuentemente;Ocasionalmente;Frecuentemente;Frecuentemente;Ocasionalmente;Frecuentemente;Ocasionalmente;Frecuentemente;Frecuentemente;Frecuentemente;Rara vez;Rara vez;Ocasionalmente;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Seminario interdisciplinar II;Primer semestre 2022;La docente hizo un análisis punto por punto de los componentes de la tarea. ;Porque he usado algunos puntos en otras tareas y  también he recibido una buena retroalimentación. ;Los puntos de observación de la docente no estaban enfocados en el trabajo final entregado, sino que, a sus percepciones o ideas generales del tema.  ;Entregar herramientas de formación a los docentes   ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;Menor a 18;Ciencias Médicas y de la Salud (ej. Biotecnología en Salud, Medicina Básica, Medicina Clínica, Ciencias de la Salud);;Estudiante nacional a tiempo completo;Medicina ;Licenciatura en educación infantil ;Entre 7 a 9 años;Menos de 3.0;En cinco;Didáctica de la lengua materna ;Calificaciones y comentarios;La misma que esperaba;;;Trabajé solo;;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Después de la entrega;;Antes de la entrega;;Copia impresa (ej. documento impreso);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso;;Totalmente en desacuerdo;En desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente en desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;4;4;4;4;Comentarios escritos a mano en una copia impresa;;Comentarios escritos a mano en un documento escaneado;;Responder  dudas ;Siempre;Siempre;Siempre;Frecuentemente;Frecuentemente;Ocasionalmente;Siempre;No puedo dar una opinión;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Nunca;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Biofísica ;Primer semestre, 2022;La buena explicación del profesor ;Respondió a muchas dudas que tuve, y me ha ayudado en el otro semestre ;Mala sustentación del profesor, no manejaba el tema a la perfección ;Mejor preparación para los profesores ;Hombre;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ingeniería y Tecnología (ej. Biotecnología Ambiental, Biotecnología Industrial, Ingeniería Ambiental, Ingeniería Civil, Ingeniería de los Materiales, Ingeniería Mecánica, Ingeniería Médica, Ingeniería Química, Ingenierías Eléctrica, Electrónica e Informática, Nanotecnología);;Estudiante nacional a tiempo completo;Ingeniería ambiental ;Licenciatura en educación infantil ;Entre 7 a 9 años;Menos de 3.0;En cuatro;Didáctica de la lengua materna ;Solo calificación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anotaciones electrónicas (ej. comentarios en Word o PDF),Comentarios dados personalmente,Rúbrica calificada;;Comentarios dados personalmente;;Saber si hay algún error que corregir, o algo que mejorar para las próximas oportunidades. ;Ocasionalmente;Rara vez;Frecuentemente;Nunca;Ocasionalmente;Siempre;Ocasionalmente;Siempre;Ocasionalmente;Siempre;Ocasionalmente;Rara vez;Rara vez;Rara vez;Ocasionalmente;En desacuerdo;En desacuerdo;En desacuerdo;Química orgánica ;Primer semestre del 2022;El profesor nos dijo a todos los que participamos en el trabajo, los puntos que le había gustado y que estaban muy bien como la metrología y los cálculos. Asi mismo, nos dijo en que teníamos errores ligeros de transcripción o nos faltaba algo como en el análisis de resultados. ;Ya no tengo las mismas acotaciones en los mismos puntos negativos;El profesor simplemente nos dijo que el trabajo esta mal, pero no nos dijo en que ni como mejorarlo.;Dar una oportunidad para que los estudiantes conozcan lo valioso que es la retroalimentación en la construcción de un trabajo, tarea, o proyecto;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ciencias Naturales (ej. Ciencias Biológicas, Ciencias de la Tierra y Medioambientales, Ciencias Físicas, Ciencias Químicas, Computación y Ciencias de la Información, Matemáticas);;Estudiante nacional a tiempo completo;Ingeniería ambiental ;Licenciatura en educación infantil ;Más de 9 años;Menos de 3.0;En más de cinco;Didáctica de la lengua materna ;Calificaciones y comentarios;La misma que esperaba;;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;N/A;;Después de la entrega;Muy útiles;Copia impresa (ej. documento impreso),Correo electrónico,Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Alguien diferente a mi profesor (ej. Tutor, monitor);;El profesor no brindó comentarios en mi tarea antes de su envío;Comentarios escritos a mano en un documento impreso,Anotaciones electrónicas (ej. comentarios en Word o PDF);;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;4;4;4;5;Anotaciones electrónicas (ej. comentarios en Word o PDF);;Rúbrica calificada;;Ayudar al estudiante a ser más crítico y análitico en sus trabajos;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Ocasionalmente;Siempre;Nunca;Rara vez;Muy en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Control de emisiones atmósfericas ;séptimo semestre 2022;La profesora detallaba de manera muy directa y sencilla lo que teníamos que mejorar y como hacerlo, colocaba ejemplos y bases de datos de la que nos podiamos guiar para saber como redactar o buscar información.;Manrtengo presente sus correciones en mis trabajos ;N/A;Que los profesores tengan comunicación acertiva al momento de hablar con los estudiantes, que mantengan la paciencia porque no todos captamos de la misma manera ni a la misma velocidad, del mismo modo en lugar de solo corregir dar alternativas de soluciones.;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ingeniería y Tecnología (ej. Biotecnología Ambiental, Biotecnología Industrial, Ingeniería Ambiental, Ingeniería Civil, Ingeniería de los Materiales, Ingeniería Mecánica, Ingeniería Médica, Ingeniería Química, Ingenierías Eléctrica, Electrónica e Informática, Nanotecnología);;Estudiante nacional a tiempo completo;Ingeniería ambiental ;Licenciatura en educación infantil ;Más de 9 años;Menos de 3.0;En cinco;Didáctica de la lengua materna ;Solo calificación;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Anotaciones electrónicas (ej. comentarios en Word o PDF),Rúbrica calificada;;Rúbrica calificada;;Que el estudiante pueda identificar que errores cometió y el porqué de la respuesta correcta, así si hay un aproxima vez no se equivoca. ;Siempre;Frecuentemente;Ocasionalmente;Nunca;Ocasionalmente;Frecuentemente;Ocasionalmente;Siempre;Ocasionalmente;Nunca;Siempre;Nunca;Rara vez;Rara vez;Ocasionalmente;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Calculo integral ;primer semestre de 2022 ;El profesor se encargó de resolver las dudas puntuales de cada estudiante, realizando ejercicios y asegurándose que se haya entendido. ;Se logró identificar en que se había equivocado y entender como se debía resolver el problema matemático. ;En lo que va de mi carrera, no he recibido una retroalimentación que no haya sido afectiva. ;Realizar reuniones personalizadas, énfasis en los aspectos positivos y pertinencia de la retroalimentación ;Mujer;;Colombia;;Más de 12 años;Sí;;;;No;
100;De acuerdo;18 - 23;Ingeniería y Tecnología (ej. Biotecnología Ambiental, Biotecnología Industrial, Ingeniería Ambiental, Ingeniería Civil, Ingeniería de los Materiales, Ingeniería Mecánica, Ingeniería Médica, Ingeniería Química, Ingenierías Eléctrica, Electrónica e Informática, Nanotecnología);;Estudiante nacional a tiempo completo;Ingeniería ambiental ;Licenciatura en educación infantil ;Más de 9 años;Menos de 3.0;En cinco;Didáctica de la lengua materna ;Calificaciones y comentarios;La misma que esperaba;;;Trabajé en grupo;;Antes de la entrega;Antes de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Después de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;Antes de la entrega;;Después de la entrega;Muy útiles;Plataforma educativa (ej. LMS, Moodle, Brightspace);;Menos de 1 semana;Mi profesor;;El profesor ya había revisado y brindado comentarios en mi tarea antes de su envío;Rúbrica calificada;;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;5;5;5;5;Rúbrica calificada;;Comentarios dados personalmente;;Conocer las falencias que tenemos y ventajas;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Siempre;Frecuentemente;Rara vez;Rara vez;En desacuerdo;En desacuerdo;Muy en desacuerdo;Economía circular ;2022-2;La rúbrica del profesor ;Porque nos damos cuenta de los errores que cometimos;En ocasiones con parciales que son de forma sumarias, son poco claras las retroalimentaciónes;Capacitación a profesores ;Hombre;;Colombia;;Más de 12 años;Sí;;;;No;
